id,language,title,url,numberOfLessons,notes,rank,monthPublished,extras,systemWhenCreated,systemWhoCreated
188,english,Node.js avanzado,https://www.linkedin.com/learning/node-js-avanzado/el-universo-de-node-js,35,"##sec0,intro, 1

##sec1,config, 2

##sec2,streams, 6

##sec3,promises, 5

##sec4,events, 4

##sec5,express and web, 7

##sec6,forms, 3

##sec7,unit tests, 3

##sec8,deploy heroku, 4",4.9999999999923,2019-02,$info=excellent full course in Node and spanish;$kind=/spanish/wk/node,2020-08-05 17:43:27,systemUnknown
189,english,Building a Website with Node.js and Express.js,https://www.linkedin.com/learning/building-a-website-with-node-js-and-express-js-3,36,"###INFO
//project: nodeexpress3

###sec0,intro, 4
0.1;skimmed
0.2;skimmed
0.3;skimmed
0.4;skimmed

###sec1,basic express, 5
1.1;2020-08-07 15:55:01;https://www.linkedin.com/learning/building-a-website-with-node-js-and-express-js-3/create-an-express-server-in-three-minutes ;  `npm i express`, basic site
1.2;2020-08-07 16:10:10; https://www.linkedin.com/learning/building-a-website-with-node-js-and-express-js-3/building-from-a-html-page-or-template ; `git checkout -b 01_02b origin/01_02b`
1.3;2020-08-07 16:45:59; https://www.linkedin.com/learning/building-a-website-with-node-js-and-express-js-3/serving-html-pages-and-static-content; static
1.4;2020-08-07 17:03:37; https://www.linkedin.com/learning/building-a-website-with-node-js-and-express-js-3/setting-up-eslint-and-prettier ; lots of installs, files, etc.
1.5;2020-09-01 11:31:20; https://www.linkedin.com/learning/building-a-website-with-node-js-and-express-js-3/setting-up-nodemon ; to ignore file: `nodemon --ignore feedback.json server.js`

###sec2,template engines, 3
2.1;2020-09-01 12:37:27; https://www.linkedin.com/learning/building-a-website-with-node-js-and-express-js-3/template-engines-and-express ; theoretical explanation; Express is agnostic when it comes to template engines; he will use EJS
2.2;2020-09-01 12:40:20; https://www.linkedin.com/learning/building-a-website-with-node-js-and-express-js-3/getting-to-know-the-ejs-template-engine ; EJS lets you use regular JavaScript as a template language; equals-sign with brackets for escaped HTML, and minus-sign for unescaped; includes that allow you to include templates in templates; `npm install ejs`
2.3;2020-09-01 12:57:01; https://www.linkedin.com/learning/building-a-website-with-node-js-and-express-js-3/rendering-the-index-page-with-ejs ; variables work well

##sec3,routing, 5
3.1;2020-09-01 15:30:02; https://www.linkedin.com/learning/building-a-website-with-node-js-and-express-js-3/express-middleware-and-routes ; there is a next callback tha tis called after add.use is finished; express routes can contain parameters; and they can be optional as well; each middleware passes control to next middleware 
3.2;2020-09-01 15:49:38; https://www.linkedin.com/learning/building-a-website-with-node-js-and-express-js-3/modular-routes-with-express-router ; one file for routes; express.Router()
3.3;2020-09-01 16:09:39; https://www.linkedin.com/learning/building-a-website-with-node-js-and-express-js-3/creating-routes-for-all-subpages ; make routes such as /books/theGoodLife and get the idCode as a variable
// 3.4; 2020-09-02 09:45:16; https://www.linkedin.com/learning/building-a-website-with-node-js-and-express-js-3/add-business-logic ; 

##sec4,templating, 8

##sec5,errors, 3

##sec6,forms, 4

##sec7,APIs, 4",4.999999999999999993,2012-01,"$info=Extremely good base of Express/Node with e.g. templating, new;$kind=/wk/express",2020-08-07 14:37:16,systemUnknown
190,english,Practical React Skills,nnn,1,"##sec0, more
// fixed top nav bar: https://getbootstrap.com/docs/4.0/examples/navbar-top-fixed/
// very simple React tutorials: https://www.kirupa.com/react/index.htm

##sec1, Single Page App in React Using React Router, 4
// see howto: Setup Routine in Create-React-App
1.1; 2020-08-19 09:27:47; https://www.kirupa.com/react/creating_single_page_app_react_using_react_router.htm | React Router: Setup Minimized React Site; interesting, deletes /src and /public directories
1.2; 2020-08-19 11:12:27; https://www.kirupa.com/react/creating_single_page_app_react_using_react_router.htm | React Router: Creating our Content Pages; creates three filler pages
1.3; 2020-08-19 11:22:12; https://www.kirupa.com/react/creating_single_page_app_react_using_react_router.htm | React Router: Using React Router; clicking works but other pages are not replacing Home
1.4; 2020-08-19 11:32:43; https://www.kirupa.com/react/creating_single_page_app_react_using_react_router.htm | React Router: Fixing our Routing; conludes with a nice, simple site

##sec2, Change State in Click Events

##sec3, Advanced Router
// https://daveceddia.com/create-react-app-express-backend/",4.000,2019-01,$info=A collection of various tutorials and videos to learn specific skills in React;$kind=/custom/react/,2020-08-19 09:27:59,systemUnknown
192,english,Learning Redis,https://www.linkedin.com/learning/learning-redis/,25,"###INFOS
// continue this howto: http://localhost:29900/howtos?id=211

###sec0, intro, 3
0.1;skimmed
0.2;skimmed; know JavaScript
0.3;skimmed

##sec1, setting up, 3
1.0;2020-09-09 11:10:55; https://www.linkedin.com/learning/learning-redis/install-redis ; Redis was made for Linux https://redis.io; use curl; `curl -0 http://download.redis.io/releases/redis-6.0.7.tar.gz`, `tar xzf redis-4.0.2.tar.gz`,I downloaded 6.0.7; `make` he mentioned Apple developer tools; `make` worked for me on Ubuntu; start server: `src/redis-server`; redis is running; Windows uses the default port 6379 but there are issues with the installation; `src/redis-cli`; see [howto](howtos?id=211)

##sec2, basics, 6

##sec3, datasets, 10

##sec4, advanced, 3",4.87232,2018-01,"$info=basic course on Redis in English, relatively new;$kind=/int001/nosql/",2020-09-03 10:13:12,systemUnknown
193,english,Building Laravel and Vue.js Web Apps,https://www.linkedin.com/learning/building-laravel-and-vue-js-web-apps,36,"##sec0, intro, 3
0.1;2020-09-03 14:48:58; https://www.linkedin.com/learning/building-laravel-and-vue-js-web-apps/laravel-and-vue-js-achieving-full-stack-elegance; Laravel most popular, Vue.js ships with Laravel, using flux-like architectures
0.2;skimmed; vagrant
0.3;skimmed; restaurant

##sec1, installation, 6
1.1;2020-09-03 14:55:11; https://www.linkedin.com/learning/building-laravel-and-vue-js-web-apps/installing-homestead; HHVM = HipHop Virtual Machine; Vagrant and Virtualbox; on Windows, hardware virtualization has to be enabled; will use PowerShell in this course; always run as Administrator; will use VSCode; even runs VSCode as Administrator; `vagrant box add laravel homestead`; 

// 1.5;ddddddddddddddd; USING WEBPACK WITH LARAVEL

##sec2, MV* architecture, 9
2.1;2020-09-03 15:08:30; https://www.linkedin.com/learning/building-laravel-and-vue-js-web-apps/integrating-a-layout; has double brackets for variables; removed Bootstrap which will not be used; uses SASS; @yield('content') - this is from Blade templating (not to be confused with Microsoft Blazor, a Web UI framework based on C#, Razor, and HTML that runs in the browser via WebAssembly); @guest @else; 

##sec3, embedded spa, 12

##sec4, state complexity, 6",4.999998989899,2019-02,"$info=laravel and vue.js, has webpack;$kind=/int001/",2020-09-03 13:37:00,systemUnknown
194,english,Learning Vue.js,https://www.linkedin.com/learning/learning-vue-js-3,,"###INFOS
// project.wk: vuebasics

###sec0, intro, 2
0.1;skimmed
0.2;skimmed

##sec1, simplest form, 7

##sec2, directives, options, 8

##sec3, enhancing user interfaces, 5

##sec4, *** components, 10
4.1; 2020-09-05 21:38:17; https://www.linkedin.com/learning/learning-vue-js-3/using-vue-components ; a component is like a vue instance, it has its own data; single-file components in .vue files; Vue is very compartmentalized 
4.2; 2020-09-05 21:56:26 ; https://www.linkedin.com/learning/learning-vue-js-3/registering-and-using-components ; got global and local component working
4.3; 2020-09-05 22:41:17; https://www.linkedin.com/learning/learning-vue-js-3/adding-component-props ; was able to pass props
4.4; 2020-09-07 10:54:02; https://www.linkedin.com/learning/learning-vue-js-3/managing-component-content-with-slots ; you can have multiple slots in a component template
4.5;2020-09-07 13:21:58; https://www.linkedin.com/learning/learning-vue-js-3/componentizing-existing-in-dom-templates ; recorded splice()
4.6;2020-09-07 15:41:33; https://www.linkedin.com/learning/learning-vue-js-3/handling-events-in-components ; issues about value being overwritten when parent-object is rerendered
4.7;2020-09-07 20:49:08; https://www.linkedin.com/learning/learning-vue-js-3/installing-vue-cli ; Webpack is included in vue-cli, https://cli.vuejs.org",4.8898,2019-10,$info=vue basics with vuecli;$kind=/int001/,2020-09-03 13:53:02,systemUnknown
195,french,L'essentiel de Symfony 4,https://www.linkedin.com/learning/l-essentiel-de-symfony-4,34,"###INFO
- howto: [Create, save to GitHub, and upload simple Symphony project](http://localhost:29900/forays?openItemIds=153&id=153)

##sec0, intro, 1
0.1;skimmed

##sec1, create project, 9
1.1;2020-09-03 15:26:43; https://www.linkedin.com/learning/l-essentiel-de-symfony-4/decouvrir-symfony; components that Symfony uses can be used by other applications
1.2;2020-09-15 21:20:38; https://www.linkedin.com/learning/l-essentiel-de-symfony-4/installer-un-environnement-de-developpement-php;  XAMPP; install composer, https://getcomposer.org/download, the four-line directory install didn't work (composer not a recognized command); downloaded and installed .exe, that worked; path variable is: C:\Users\ADMIN\AppData\Roaming\Composer\vendor\bin; in system variables: C:\ProgramData\ComposerSetup\bin; opens VSCode; changes language in VSCode to French
1.3;2020-09-15 22:15:48; https://www.linkedin.com/learning/l-essentiel-de-symfony-4/creer-un-projet; she has PHP 7.2, I have PHP 7.2.2; useful VSCode tip: divide terminal; `composer create-project symfony/skeleton symfony2`
1.4;2020-09-15 22:30:05; https://www.linkedin.com/learning/l-essentiel-de-symfony-4/installer-git; talks about GitHub; installs Git
1.5;2020-09-15 22:43:51; https://www.linkedin.com/learning/l-essentiel-de-symfony-4/installer-la-cli-symfony ; setups up site, see [howto](http://localhost:29900/forays?openItemIds=153&id=153) on this; she has Symfony 4.2.7; I have Symfony 4.4.13
1.6;2020-09-15 23:16:48; https://www.linkedin.com/learning/l-essentiel-de-symfony-4/mettre-le-projet-sur-github ; uploaded project to GitHub

##sec2, first page, 6

##sec3, router, 5

##sec4, forms, 5

##sec5, services, 3

##sec6, database, 5
6.1;2020-09-05 18:25:45;https://www.linkedin.com/learning/l-essentiel-de-symfony-4/decouvrir-doctrine-et-la-notion-d-orm ; `composer require symfony/orm-pack`; `composer require --dev symfony/maker-bundle`

###VOCAB
dans la cadre de ce cours
as part of this course

n'était prise en compte
was not taken into account

hors de cadre
out of context",4.999999999,2019-05,"$info=very good (and French) tutorial on Symfony, elise;$kind=/int001/",2020-09-03 13:58:47,systemUnknown
196,english,PHP/MVC Frameworks,https://www.linkedin.com/learning/mvc-frameworks-for-building-php-web-applications-2,44,"##sec0, intro, 1

##sec1, PHP frameworks, 7

##sec2, Zend 3, 6
2.1;2020-09-03 16:57:12; https://www.linkedin.com/learning/mvc-frameworks-for-building-php-web-applications-2/intro-to-zend-3 ; Zend backed by corporate sponsor, bought by Rogue Wave ; Das in Colorado ansässige Rogue Wave erweitert seinen C/C++/C#-Fokus mit einem Schlag erheblich und expandiert die eigene Expertise im Bereich der Cross-Plattform Development-Tools um den Bereich PHP/Web- und Mobile-Development.; Apigility is now Laminas API Tools.; Zend Studio, Zend Server (the framework in a deployed fashion), Apigility, Z-Ray (insight into PHP code), highly PHP-FIG compliant (https://www.php-fig.org/psr/psr-2); PSR = PHP Standard Recommendation

##sec3, Symfony 3, 6
3.1;2020-09-03 21:59:25; https://www.linkedin.com/learning/mvc-frameworks-for-building-php-web-applications-2/intro-to-symfony-3 ; has a solid code-base community and docs
3.2;2020-09-05 18:08:09; https://www.linkedin.com/learning/mvc-frameworks-for-building-php-web-applications-2/symfony-concepts-and-features ; 

##sec4, CodeIgnighter 3, 6
4.1;2020-09-04 07:13:29; https://www.linkedin.com/learning/mvc-frameworks-for-building-php-web-applications-2/intro-to-codeigniter-3 ; lighter-weight framework

##sec5, CakePHP 3, 6
5.1;2020-09-04 09:53:10; https://www.linkedin.com/learning/mvc-frameworks-for-building-php-web-applications-2/intro-to-cakephp-3 ; in 2015 CakePHP 3 was a major rewrite of CakePHP 2

##sec6, Yii, 6
6.1;2020-09-04 12:22:54; https://www.linkedin.com/learning/mvc-frameworks-for-building-php-web-applications-2/intro-to-yii-2 ; version 2.0 (2011) added some PSR support for some of the core

##sec7, Laravel 5, 6
7.1;2020-09-04 13:27:54; https://www.linkedin.com/learning/mvc-frameworks-for-building-php-web-applications-2/intro-to-laravel-5 ; Laravel is very JSON and REST friendly.
// TODO: do the rest of these",4.9999999999999999999999,2019-02,$info=Good overview of Zend and others;$kind=/int001/,2020-09-03 14:12:35,systemUnknown
197,french,PHP 7 : Les nouveautés,https://www.linkedin.com/learning/php-7-les-nouveautes/bienvenue-dans-php-7-les-nouveautes,25,"##sec0, intro, 1

##sec1, install, 3

##sec2, 5.6 to 7.0, 3

##sec3, new functions, 5
3.1;2020-09-03 16:47:42; https://www.linkedin.com/learning/php-7-les-nouveautes/utiliser-les-types-de-parametres;  parameter types; `function addIt(int $a, int $b)`; `declare(strict_types=1)`; 
3.2; 2020-09-05 16:34:10; https://www.linkedin.com/learning/php-7-les-nouveautes/comprendre-les-types-de-retour ; return type, e.g. `: int` or `: string`
3.3;2020-09-09 20:16:41; https://www.linkedin.com/learning/php-7-les-nouveautes/exploiter-l-operateur-de-comparaison-combine ; created [How to use the PHP comparison operator](howtos?id=214)

##sec4, code improvements, 8

##sec5, compatibility, 5

##VOCAB
c'est marrant
it's funny

un onvi
a UFO

trier
sort

d'asseoir un contrat
to establish a contract

se débrouiller
to get by",4.777,2016-05,"$info=Julien, French;$kind=/int001/",2020-09-03 14:39:04,systemUnknown
198,english,First Look: MySQL 8 for Developers,https://www.linkedin.com/learning/first-look-mysql-8-for-developers/better-applications-with-mysql-8-2,27,"##sec0, intro, 2

##sec1, window functions, 8

##sec2, common table, 4

##sec3, lateral derived tables, 3

##sec4, InnoDB, 4

##sec5, security, 2

##sec6, performance, 4",4.9999922,2019-09,"$info=MySQL 8.0 and new, advanced, skim;$kind=/int001/",2020-09-03 14:42:32,systemUnknown
199,english,MySQL Advanced Topics,https://www.linkedin.com/learning/mysql-advanced-topics/take-mysql-to-the-next-level,25,"###sec0, intro, 2
0.1;skimmmed
0.2;skimmmed

##sec1, indexes, 5
1.1;2020-09-22 10:13:21; https://www.linkedin.com/learning/mysql-advanced-topics/why-index; most databases use a binary tree for indexes (B-tree); reduces the number of comparisons necessary; used for: rapid searches, enforce constraints; not without costs: longer time for insert, update, drop; cost: storage space; use index on columns that are used in `order by` or `where`
1.2;2020-09-22 10:55:41; https://www.linkedin.com/learning/mysql-advanced-topics/creating-an-index ; include index in table definition; `string VARCHAR(128) UNIQUE`; `INDEX i_str2 (string2)`;  `UNIQUE INDEX i_str2 (string2)`; outside table creation: `CREATE INDEX i_str2 ON test(string2)`; `CREATE UNIQUE INDEX i_str2 ON test(string2)`

##sec2, views and subselects, 4

##sec3, stored routines, 4

##sec4, transaction, 3

##sec5, triggers, 3

##sec6, foreign keys, 3",4.999787,2019-07,$info=good advanced course;$kind=/int001/,2020-09-03 14:45:56,systemUnknown
200,english,"Learning Composer, the PHP Dependency Manager",https://www.linkedin.com/learning/learning-composer-the-php-dependency-manager,19,"###sec0, intro, 2
0.1;skimmed
0.2;skimmed

##sec1, install, 5
1.1;2020-09-04 14:06:27; https://www.linkedin.com/learning/learning-composer-the-php-dependency-manager/what-is-composer ; a tool for dependency management; simplifies project migration; works much the same way as npm; Packagist is the main Composer repository
1.4;2020-09-04 14:11:03; https://www.linkedin.com/learning/learning-composer-the-php-dependency-manager/windows-run-php ; use WampServer or XAMPP, he uses WampServer
1.5;2020-09-04 14:36:12; https://www.linkedin.com/learning/learning-composer-the-php-dependency-manager/windows-install-composer ; getcomposer.org, download, install, type `php -v` and `computer`

##sec2, using composer, 9
2.1;2020-09-04 15:24:11; https://www.linkedin.com/learning/learning-composer-the-php-dependency-manager/get-ready-to-use-composer ; each project has its own composer configuration
2.2;2020-09-04 15:33:04; https://www.linkedin.com/learning/learning-composer-the-php-dependency-manager/add-composer-to-a-project ; make composer.json file with `composer init` and answer questions
2.3;2020-09-04 15:39:58; https://www.linkedin.com/learning/learning-composer-the-php-dependency-manager/find-packages-for-composer ; https://packagist.org; just search
2.4; 2020-09-04 16:08:16; https://www.linkedin.com/learning/learning-composer-the-php-dependency-manager/add-a-composer-package ; downloaded league/color-extractor
2.5; 2020-09-04 16:18:56; https://www.linkedin.com/learning/learning-composer-the-php-dependency-manager/use-packages-in-a-project ; require it like this: `require 'vendor/autoload.php';`, then use the classes like this: `use League\ColorExtractor\Color;` 

##sec3, in production, 3",4.9222,2018-08,$info=short course on basics of Composer;$kind=/int001/,2020-09-04 14:04:42,systemUnknown
201,english,API Testing and Validation with Gherkin and Behat,https://www.linkedin.com/learning/api-testing-and-validation/set-up-the-behat-environment,22,"##sec0, intro, 6

##sec1, Gherkin, 4
1.1; 2020-09-05 18:40:33; https://www.linkedin.com/learning/api-testing-and-validation/testing-overview-goals-and-behavior ; behavior testing; often we just use click-around testing; Odds are your unit tests are looking at functions that your users never see.
1.2; 2020-09-05 18:43:45; https://www.linkedin.com/learning/api-testing-and-validation/explanation-of-gherkin ; standard use case: validates working software on the external behavior of a system, preferably in an automated fashion; use case: As a [role], I want [feature] so that [benefit]; Behavior-Driven Development use case: Given [condition], when I [action], then [result]; this is the Gherkin syntax; Gherkin is not unique to PHP or Behat, it's the same syntax that Ruby's Cucumber is based on; four keywords: given, when, then, and
1.3; 2020-09-05 18:52:14; https://www.linkedin.com/learning/api-testing-and-validation/set-up-the-behat-environment ; get PHP, use MAMP, creates project in PHPStorm; PHP 7.1; get Composer, easiest way is to copy the terminal command from https://getcomposer.org/download; `php composer.phar require behat/behat 3.*`; `vendor/bin/behat -V`; `vendor/bin/behat --init`
// TODO: do fourth here

##sec2, API test, 3

##sec3, authentication, 4

##sec4, in practice, 5",4.566677,2017-06,$info=Uses Gherkin and Behat;$kind=/int001/,2020-09-05 19:19:17,systemUnknown
202,english,Scala First Look,https://www.linkedin.com/learning/scala-first-look/welcome,26,"##sec0, intro, 4
0.1;2020-09-08 00:13:16; https://www.linkedin.com/learning/scala-first-look/what-you-should-know-before-watching | Background of Scala; scalable + language, designed to interoperate with Java
0.2;2020-09-08 00:16:36; https://www.linkedin.com/learning/scala-first-look/what-you-should-know-before-watching | Scala tools; pronounced SKAL-ah, rhymes with ""California"" (not SKAY-la); Scala build tool: sbt; Scala with Eclipse, or try this for VSCode: https://stackoverflow.com/questions/29963516/scala-with-vscode; can be run interactively in a REPL session (read-eval-print-loop); quite a bit of overlap with Java
0.3;skimmed
0.4; skimmed

##sec1, why scala, 6
1.1;2020-09-08 00:21:16; https://www.linkedin.com/learning/scala-first-look/about-scala | History of Scala; Martin Odersky

##sec2, basics, 7

##sec3, tuples, sets, and maps, 5

##sec4, objects, 4",4.6584,2017-01,$info=Basics of Scala;$kind=/int001/,2020-09-08 00:10:13,systemUnknown
203,english,Learning the Elastic Stack,https://www.linkedin.com/learning/learning-the-elastic-stack/welcome,22,"##sec0, intro, 3
0.1;2020-09-09 11:53:31; https://www.linkedin.com/learning/learning-the-elastic-stack/welcome | Overview of Elasticsearch; Elements of the Elastic Stack:;**Elasticsearch** - both this and Apache Solr are based on Lucene; **Kibana** - open source data visualization dashboard for Elasticsearch; **Logstash** - a tool to collect, analyze and store logs; **Beats** - lightweight, purpose-built agents that acquire data and then feed it to Elasticsearch; **X-Pack** - provides security, alerting, monitoring, reporting, machine learning

##sec1, background, 6

##sec2, main concepts, 5

##sec3, use cases, 8

##sec4, troubleshooting, 2",4.738232,2018-08,$info=basic tutorial on ELK Stack;$kind=/int001/,2020-09-09 11:31:48,systemUnknown
204,english,Learning RabbitMQ,https://www.linkedin.com/learning/learning-rabbitmq/connect-your-services-with-asynchronous-messaging,20,"##sec0, intro, 2
0.1;2020-09-09 12:32:51; https://www.linkedin.com/learning/learning-rabbitmq/connect-your-services-with-asynchronous-messaging; helps stitch microservices together and enables communication between their services; uses the AMQP message protocol; it connects software systems; will write simple application; use RabbitMQ to send booking notifications; filters certain messages; 
0.2;skimmed; know C# and Visual Studio

##sec1, basics, 7

##sec2, usages, 6

##sec3, advanced, 5",4.6574,2019-12,$info=Basic tutorial on RabbitMQ;$kind=/int001/,2020-09-09 12:29:02,systemUnknown
205,english,SED Essential Trainings,https://www.linkedin.com/learning/sed-essential-training/welcome,28,"##sec0, intro, 4

##sec1, basics, 4

##sec2, regex, 3

##sec3, flags, 3

##sec4, commands, 6

##sec5, programs, 4

##sec6, advanced, 4",4.5834,2015-06,$info=Basic tutorial on SED;$kind=/int001/linux/,2020-09-09 13:36:07,systemUnknown
206,english,ECMAScript 6 New Features,https://www.linkedin.com/learning/learning-ecmascript-6/transpiling-with-webpack-2,33,"##sec0, intro, 3

##sec1, what is, 3

##sec2, transpiling, 4
2.1;skimmed
//TODO, FINISH: 2.2;2020-09-09 22:55:04; https://www.linkedin.com/learning/learning-ecmascript-6/in-browser-babel-transpiling; 

##sec3, syntax, 7

##sec4, functions, 8

##sec5, asynchronous, 5

##sec6, classes, 3",4.9873,2017-10,$info=only do parts you don't know but one-third looks good;$kind=/int001/wk/,2020-09-09 22:53:16,systemUnknown
207,english,Node.js: Microservices,https://www.linkedin.com/learning/node-js-microservices/understand-how-microservices-are-built-and-used-2,33,"###INFO
//project: microservices33 (conference-app)
//project: microservices33servreg (service registry)

###sec0, intro, 3
0.1;2020-09-10 11:47:15;https://www.linkedin.com/learning/node-js-microservices/understand-how-microservices-are-built-and-used-2 | How microservices are built and used; Node.js is often the platform of choice for building microservices; how to use Node.js to build out a microservices architecture from scratch; service discovery and resilience; Kubernetes and Cloud Foundary
0.2;skimmed; ES6 skilled needed and Express
0.3;skimmed; Node, VSCode, ESLint, Postman

###sec1, started, 4
1.1;2020-09-10 11:50:26; https://www.linkedin.com/learning/node-js-microservices/introduction-to-microservices-2 ; 1990s = monolithic; 2000s = loose coupling: XML, pieces quite large, SOA (Software-Oriented Architecture) lost its popularity); 2010s = decoupled, term microservices coined, simplicity, many best practices; should be able to deploy microservices by themselves, independent of anything else; drawbacks: code redundancy, harder to roll out new versions since microservices are dependent on each other, to test you have to mock other microservices, problems on the network layer affect the application; resilience: when one microservice is removed, the application still functions
1.2;2020-09-14 10:05:23; https://www.linkedin.com/learning/node-js-microservices/setting-up-the-sample-app-2; sets up application from downloadable code ""conference-app""
1.3;2020-09-14 10:57:05; https://www.linkedin.com/learning/node-js-microservices/what-you-are-going-to-build-2 | The structure of the app and planned changes for microservices; speakers service and feedback service will be decoupled from the application; will add a communication layer using circuit breaking and caching; also will add a queue
1.4;2020-09-15 20:10:12; https://www.linkedin.com/learning/node-js-microservices/service-registries-and-discoveries; we need infrastructure to keep track of the services; service mesh e.g. in Kubernetes; otherwise Service Registry, network layer and DNS, just have to query the registry

##sec2, service registry, 8
2.1;2020-09-15 20:20:24; https://www.linkedin.com/learning/node-js-microservices/setting-up-the-registry ; service-registry project; uses Express; /bin/run has logic to run server; uses the logger called: bunyan; `npm install`; start command: node bin/run | bunyan; how to get Bunyan to work: install it globally

##sec3, architecture, 7

##sec4, fault tolerance, 6

##sec5, RabbitMQ and Node, 5",4.9993,2019-10,"$info=thorough, new, basic course on microservices;$kind=/int001/front/",2020-09-10 11:30:20,systemUnknown
208,english,ES6 Neue Funktionen,https://www.linkedin.com/learning/javascript-6-neue-funktionen/willkommen-zu-javascript-6-neue-funktionen,22,"##sec0, intro, 1

##sec1, overview, 5

##sec2, variables, 6

##sec3, *** classes, map, set, 5
3.1;2020-09-15 21:01:07; https://www.linkedin.com/learning/javascript-6-neue-funktionen/klassen-mit-methoden-und-eigenschaften-definieren ; shows ES5 class which is complicated; he changes it into ES6 code; 2015 Firefox not able to do classes; this._accountName is a convention but not truly private; `get accountName() {}` is a getter in ES6 syntax

##sec4, arrow functions, promises, 3

##sec5, *** modules, CommonJS, AMD, 2",4.87862,2015-09,"$info=good overview of new ES6 functionality, do what is still unclear;$kind=/int001/",2020-09-10 15:12:38,systemUnknown
209,english,"Installing Apache, MySQL, and PHP",https://www.linkedin.com/learning/installing-apache-mysql-and-php-3/install-configure-and-set-up-the-amp-stack,32,"##sec0, intro, 3

##sec1, amp, 2

##sec2, on windows, 7

##sec3, wamp, 3

##sec4, on mac, 6

##sec5, mamp, 4

##sec6, ***lamp on Linux, 4
6.1; 2020-09-10 15:42:40; https://www.linkedin.com/learning/installing-apache-mysql-and-php-3/install-apache-on-ubuntu-linux ; you can use your distributions manager; [Howto started here](forays?openItemIds=148&id=148)
6.2;2020-09-10 23:14:16; https://www.linkedin.com/learning/installing-apache-mysql-and-php-3/install-php-on-ubuntu-linux; `sudo apt-get install php libapache2-mod-php php-mysql`
6.3;2020-09-10 23:44:30; https://www.linkedin.com/learning/installing-apache-mysql-and-php-3/install-mysql-on-ubuntu-linux ; `sudo apt-get install mysql-server`
6.4;2020-09-11 11:38:34; https://www.linkedin.com/learning/installing-apache-mysql-and-php-3/install-mysql-workbench-on-ubuntu-linux ; do this through Ubuntu Software now, the way trainer explained with apt-get didn't work

##sec7, troubleshooting, 3",2.5656,2020-01,"$info=after setting up LAMP on Ubuntu, there is not much else useful in this tutorial;$kind=/int001/",2020-09-10 15:40:43,systemUnknown
